,content,score,label,sentiment,length,num_word,encoded
2571,đóng gói sản phẩm kém hộp méo mó bánh ở trong k giống hình ảnh minh hoạ ngoài hộp mong nhà cung cấp lần sau giao đúng giùm,2,0,negative,122,28,"[[ 94   3 534  76  77 907 378 119  69 453 657 924 130  76  99  38 311  91
  152 112 144 925   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2533,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1995,ncc làm ăn ko kỹ lưỡng đặt cỗm trĩ não mà giao si rô liên lạc thì ko được chán mong rằng đổi hàng cho mình sớm,1,0,negative,110,27,"[[100 435  49 834 149 835 836 837 217 112 838 839 293 140  49  54 601  99
  756  62  44 102  39 840   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2274,giao bị thiếu núm nhai,1,0,negative,22,5,"[[112  43 380 815 886   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1825,chất lượng sản phẩm rất kém làm cay mắt,1,0,negative,39,9,"[[  2   3  41 534 246 560 808   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2183,đóng gói sản phẩm kém mong shop cải thiện,2,0,negative,41,9,"[[ 94   3 534  99 133 776   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1804,gạc khô và mùi khó chịu giống mùi dầu đốt,1,0,negative,41,10,"[[791 485  48 212 798 453 212 290 651   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
247,giao hàng lâu hơn so với dự kiến quan trọng là giao k đúng sản phẩm,1,0,negative,67,16,"[[112  44 113  29 129  10 265 286 109 112  69 144   3   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
852,đặt dầu húng chanh mà đi gửi cái này chán quá tệ,1,0,negative,48,12,"[[149 290 247 217 289 330 173 154 601  35 436   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
853,thời gian giao hàng rất nhanh khách chưỡi te tua đặt ngày 23 4 đến 2 5 mới nhận đc hàng,1,0,negative,87,21,"[[122 112  44  41 117  36 603 604 149 229 605 502 228 236 606 239 161 162
   44   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2571,đóng gói sản phẩm kém hộp méo mó bánh ở trong k giống hình ảnh minh hoạ ngoài hộp mong nhà cung cấp lần sau giao đúng giùm,2,0,negative,122,28,"[[ 94   3 534  76  77 907 378 119  69 453 657 924 130  76  99  38 311  91
  152 112 144 925   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2360,gối nhỏ,1,0,negative,7,2,"[[477  30   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
850,bảo tặng siro nhưng ki có,2,0,negative,25,6,"[[105  55 530  15 602  46   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1496,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
367,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2212,đóng gói sản phẩm kém đóng gói sp mà chảy hết 1 3 chai như thế này thì quá ẩu r làm sao dám giới thiệu hay bán sp gì của shop nữa,2,0,negative,129,33,"[[ 94   3 534  94  52 217 386 110 185 399 381  71 581 154 140  35 385 793
  458 369 742 318 206  52 284 175 133  51   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
953,mk uống hết 1 hộp chả thấy sữa về đâu gói trà thì lủng đúng là 1 trải nghiệm ko tốt,1,0,negative,83,21,"[[347  40 110 185  76 621  47  58 258 371 233 622 140 623 144 109 185 624
  625  49  31   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1825,chất lượng sản phẩm rất kém làm cay mắt,1,0,negative,39,9,"[[  2   3  41 534 246 560 808   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2480,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
348,giao hàng lâu đóng gói sản phẩm quá ẩu chảy ướt chai khách phàn nàn quá trời,1,0,negative,76,17,"[[112  44 113  94   3  35 385 386 387 381  36 283  35 388   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1877,nắp không gài đc hàng nhỏ xíu đổ thuốc ra ngoài hết trơn không cho bé uống đc gì mn ko nên mua,1,0,negative,94,23,"[[170  42 816 162  44 702 637 576 271 130 110 817  42 102  12  40 162 284
  701  49 143  93   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1614,giao hàng quá lâu trong cùng hn mất 1 tuần để giao t7 cn thì ship bảo k lấy được hàng vì shop k làm việc selly thì bảo do bên ship chậm trễ quá thất vọng rất k hài lòng đang cần gấp mà mua hàng thế này k ai muốn mua lại lần sau,1,0,negative,227,56,"[[112  44  35 113 119 719 730 150 185 731 205 112 732 733 140 260 105  69
  115  54  44 429 133  69 135 127 140 105 647 126 260 734  35 356  41  69
  164 148  27 735 217  93  44 581 154  69 416 350  93 121]]"
2428,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
246,khách mua ngũ cốc bầu giao ngũ cốc lợi sữa khách k hài lòng,2,0,negative,59,14,"[[ 36  93 219 254 112 219 220  58  36  69 164   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2305,chất lượng sản phẩm tuyệt vời,1,0,negative,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
246,khách mua ngũ cốc bầu giao ngũ cốc lợi sữa khách k hài lòng,2,0,negative,59,14,"[[ 36  93 219 254 112 219 220  58  36  69 164   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
851,gửi thiếu sản phẩm,1,0,negative,18,4,"[[330 380   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
453,giao hàng k đúng,1,0,negative,16,4,"[[112  44  69 144   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2480,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
449,mua ngũ cốc lợi sữa mà giao ngũ cốc bầu sao khách dám mua lần sau nữa mong nhà cung cấp xem xét lại về vấn đề này giao đúng mẫu hàng khách đặt hơn,1,0,negative,146,35,"[[ 93 219 220  58 217 112 219 459  36 369  93  91 152  51  99  38 311 460
  258 461 154 112 144 424  44  36 149  29   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
449,mua ngũ cốc lợi sữa mà giao ngũ cốc bầu sao khách dám mua lần sau nữa mong nhà cung cấp xem xét lại về vấn đề này giao đúng mẫu hàng khách đặt hơn,1,0,negative,146,35,"[[ 93 219 220  58 217 112 219 459  36 369  93  91 152  51  99  38 311 460
  258 461 154 112 144 424  44  36 149  29   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
952,hàng hết hạn sử dụng mà lại gửi cho khách là sao ạ,2,0,negative,50,13,"[[ 44 110 590 125 620 330 102  36 109  92 146   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
847,hộp vẫn còn màng co bao bọc và tem bên ngoài sản phẩm vẫn còn nguyên vẹn nhưng tem trên chai dầu đã bị mở và dính vào bên trong mong nhà cũng cấp xem xét lại giúp khiếu nại trên selly thì ko đc,2,0,negative,193,45,"[[ 76  65 157 577  88 592  48  70 126 130   3  65 157 593  15  70 169 381
  290 210  43 321  48 465 363 126 119  99  38 238 594 460 503 595 169 127
  140  49 162   0   0   0   0   0   0   0   0   0   0   0]]"
2014,không đúng màu sản phẩm mất uy tín với khách,1,0,negative,44,10,"[[ 42 144 483   3 150 325  10  36   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2428,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
31,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
20,tả mõng quá,1,0,negative,11,3,"[[14 34 35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1510,khách phản hồi khăn bị đổ lông,2,0,negative,30,7,"[[ 36 235 654  43 637 718   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2225,khách nhận hàng ko như mong đợi,2,0,negative,31,7,"[[ 36 161  44  49  71 423   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
450,đặt 1 loại giao 1 loại đây là lần thứ 2 bị của shop rồi giờ t muốn đổi sp thì làm tn,1,0,negative,84,23,"[[149 185 345 112 185 345 343 109  91 256 236  43 175 133 181 329 331 350
   62  52 140 246 462   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
250,thời gian giao hàng rất chậm lúc trước ko tín síp bây giờ lại tín khách ko chui yêu cầu nhà cung cấp ko gui hàng qua vest express a sip bên đó hay chửi khách,1,0,negative,157,36,"[[122 112  44  41 221 305 156  49 306 307 308 121 306  36  49 309 310  38
  311  49 312  44  63 313 314 315 316 126 317 318 319  36   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
31,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2183,đóng gói sản phẩm kém mong shop cải thiện,2,0,negative,41,9,"[[ 94   3 534  99 133 776   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2533,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
251,đề nghị ncc chú ý trong khâu đóng gói khách nhận hàng mở ra có 1 gói bị hở bung ngũ cốc tung toé cả hộp mất uy tín quá,1,0,negative,118,30,"[[279 100 320 119 187  94  36 161  44 321 271  46 185 233  43 322 323 219
  324 285  76 150 325  35   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
450,đặt 1 loại giao 1 loại đây là lần thứ 2 bị của shop rồi giờ t muốn đổi sp thì làm tn,1,0,negative,84,23,"[[149 185 345 112 185 345 343 109  91 256 236  43 175 133 181 329 331 350
   62  52 140 246 462   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
108,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
953,mk uống hết 1 hộp chả thấy sữa về đâu gói trà thì lủng đúng là 1 trải nghiệm ko tốt,1,0,negative,83,21,"[[347  40 110 185  76 621  47  58 258 371 233 622 140 623 144 109 185 624
  625  49  31   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1006,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
248,giao bị lộn hàng cho khách rồi ạ khách đặc ngủ cốc bầu mà đi giao dầu húng chanh mini ềnh mong shop liên lạc lại dùm để đổi hàng cho khách ạ,1,0,negative,140,33,"[[112  43 287  44 102  36 181 146  36 288  81 224 254 217 289 112 290 247
  291 292  99 133 293 121 294 205  62  44 102  36 146   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1824,giao hàng nhanh nhưng mk mua sz m shop lại giao sz l nên chua hài lòng về phần này giá sp quá cao hơn và thị trường dòng bỉm goddi sz m có 60m và chỉ có 380k shop cần phải cân nhắc về giá sp và khâu đóng gói,2,0,negative,207,51,"[[112  44 117  15 347  93 803 652 133 121 112 803 801 143  74 164 258 635
  154 167  52  35 168  29  48 277 192   6 804 803 652  46 805  48 295  46
  806 133  27 470 807 258 167  52  48 187  94   0   0   0]]"
1436,chất lượng sản phẩm rất kém,1,0,negative,27,6,"[[  2   3  41 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2481,khách kêu bánh bị vỡ hết quá thất vọng,1,0,negative,38,9,"[[ 36 471 907  43 597 110  35 356   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
461,khách nói mang sao hay dính bông vào mông baby,2,0,negative,46,10,"[[ 36  37 464  92 318 465 466 363 197 467   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2427,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2305,chất lượng sản phẩm tuyệt vời,1,0,negative,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
848,đặt 2 hộp nhưng tem dán khác nhau ko có phiếu bảo hành hoang mang quá,2,0,negative,69,16,"[[149 236  76  15  70 596 537 538  49  46 249 266 518  35   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1995,ncc làm ăn ko kỹ lưỡng đặt cỗm trĩ não mà giao si rô liên lạc thì ko được chán mong rằng đổi hàng cho mình sớm,1,0,negative,110,27,"[[100 435  49 834 149 835 836 837 217 112 838 839 293 140  49  54 601  99
  756  62  44 102  39 840   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2533,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2427,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2427,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
348,giao hàng lâu đóng gói sản phẩm quá ẩu chảy ướt chai khách phàn nàn quá trời,1,0,negative,76,17,"[[112  44 113  94   3  35 385 386 387 381  36 283  35 388   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
248,giao bị lộn hàng cho khách rồi ạ khách đặc ngủ cốc bầu mà đi giao dầu húng chanh mini ềnh mong shop liên lạc lại dùm để đổi hàng cho khách ạ,1,0,negative,140,33,"[[112  43 287  44 102  36 181 146  36 288  81 224 254 217 289 112 290 247
  291 292  99 133 293 121 294 205  62  44 102  36 146   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1103,giáo hàng nhanh,1,0,negative,15,3,"[[264  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2174,giao bị thiếu núm nhai,1,0,negative,22,5,"[[112  43 380 815 886   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
462,bỉm suông chứ không phải bo mông quá thất vọng,1,0,negative,46,10,"[[  6 468 469  42 470 198 197  35 356   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2304,giao hàng không đúng mẫu khách quen mà ngại muốn chết shop k uy tín,1,0,negative,67,15,"[[112  44  42 144 424  36 894 217 895 350 896 133  69 325   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
